caseInfo,length,totalWeightG,totImpulseNs,availability,type,designation,propWeightG,infoUrl,delays,updatedOn,maxThrustN,manufacturerAbbrev,certOrg,manufacturer,motorId,burnTimeS,propInfo,commonName,avgThrustN,impulseClass,diameter,sparky,dataFiles
Pro29-6GXL,365,391,287.3,regular,reload,287H340-14A,206.7,,"5,7,9,11,14",2019-04-17,447.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002c9,0.84,Smoky Sam,H340,340.6,H,29,False,2
SU 38x194,194,294.784,289,OOP,SU,H45W,197.4,,"6,7,8,9,10,11,13,15",2021-06-13,102,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000073,6,White Lightning,H45,45,H,38,False,2
38 28 F HP (370CC),719,710,292,regular,hybrid,H277-HP,110,,,2019-04-17,793,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000095,1.15,,H277,252,H,38,False,2
SU 29x275,275,255,293.5,OOP,SU,H275,163,,,2019-04-17,641.6,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d20002310000000094,1.1,,H275,275,H,29,False,2
,489,,293.7,OOP,reload,H470F,151,,,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000348,0.57,Fast,H470,511.2,H,24,False,0
Pro29-6G,320,342.8,298.2,regular,reload,298H159-15A,176.6,,"6,8,10,12,15",2019-04-17,199.7,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000371,1.88,Green3,H159,158.9,H,29,False,2
SU 29x330,330,322.56,299.4,OOP,SU,H125W,187.9,,"6,8,10,12,14",2019-04-17,307,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000082,2.6,White Lightning,H125,125,H,29,False,2
,719,816,304.5,regular,hybrid,H340-SP,,,,2019-04-17,966,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000098,0.95,,H340,321,H,38,False,2
Pro29-6GXL,365,360,305,regular,reload,305H226-14A,175,,"5,7,9,11,14",2019-04-17,362.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002c8,1.35,Skidmark,H226,225.6,H,29,True,2
Pro29-6G,320,327.6,311.5,regular,reload,311H233-14A,163.7,,"7,9,11,14",2019-04-17,354.7,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002d2,1.33,Red Lightning,H233,233.5,H,29,False,2
Pro29-6G,320,319,311.7,regular,reload,312H160-12A,154.20000000000002,,"3,5,7,9,12",2022-07-21,334.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000029c,1.93,Classic,H160,161.5,H,29,False,2
38 DMS,206,316,312,regular,SU,HP-H550ST,176,,"6,8,10,12,14",2019-04-17,640,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000432,0.56,Super Thunder,H550,552,H,38,False,2
38/390,249,472,312.12,OOP,reload,H186RT,178,,,2019-04-17,220.33,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000275,1.69,Red Twister,H186,186,H,38,False,1
Pro29-6G,320,318,315.4,regular,reload,315H255-14A,153.4,,"5,7,9,11,14",2019-04-17,411.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000292,1.24,Blue Streak,H255,254.2,H,29,False,2
,295,460,317,OOP,reload,H500-LW,160,,,2019-04-17,,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000099,0.634,Loki White,H500,500,H,38,False,3
Pro38-3G,244,,319.8,regular,reload,320H565-14A,165,,"5,7,9,11,14",2019-04-17,,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000009a,0.566017699115044,Vmax,H565,565,H,38,False,2
RMS-38/360,203,331,319.9,regular,reload,H999N,147,,P,2019-04-17,1710,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000009c,0.32022022022022,Warp 9,H999,999,H,38,False,2
RMS-38/360,191,330,319.9,regular,reload,H170M,182.5,,"6,8,10,12,14",2019-04-17,208,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000387,1.91,Metalstorm,H170,166.8,H,38,True,1
RMS-38/360,213,323,320,regular,reload,H550ST,145,,"6,8,10,12,14",2019-04-17,667,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000456,0.57,Super Thunder,H550,550,H,38,False,1
RMS-29/360,333,358.4,320,regular,reload,H268R,166,https://nar.org/SandT/pdf/Aerotech/H268.pdf,"4,6,8,10",2022-07-20,,AeroTech,National Association of Rocketry,AeroTech,5f4294d20002310000000093,1.19,Redline,H268,268,H,29,False,2
,203,365,320,regular,SU,HP-H45W,180,,P,2022-03-11,87,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000407,6,White Lightning,H45,45,H,38,False,2
38/390,249,466,324.02,OOP,reload,I235WC,173,,,2019-04-17,291.27,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000421,1.4,White Cloud,I235,235,I,38,False,0
RMS-29/360,333,357.504,324.5,regular,reload,I200W,187.3,,"4,6,8,10",2019-04-17,463.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000b5,1.65,White Lightning,I200,200,I,29,False,2
RMS-38/360,191,385,326,regular,reload,I180W,180,,"4,6,8,10,12,14",2020-11-25,362,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000443,1.8,White Lightning,I180,180,I,38,False,2
,384,,326.3,OOP,reload,I385F,154,,12,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000034d,0.77,Fast,I385,438.5,I,29,False,0
38/390,249,466,327.93,OOP,reload,I223GT,181,,,2019-04-17,240.35,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000274,1.4,Green Tornado,I223,235,I,38,False,1
RMS-38/360,191,366,328.7,regular,reload,I161W,193.2,,"6,8,10,12,14",2019-04-17,266.6,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000b1,1.82,White Lightning,I161,161,I,38,False,2
RMS-38/360,203,371.8,330,regular,reload,I218R,172.7,https://nar.org/SandT/pdf/Aerotech/I218.pdf,"4,6,8,10",2022-07-23,,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000000bb,1.51,Redline,I218,218,I,38,False,2
,214,348,333.04,regular,SU,I175WS,,,"5,7,9,11,13",2020-04-30,260.41,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000046f,1.886,Super White Lightning,I175,176.45,I,38,False,2
38 28 XF HP (275CC),719,800,336,regular,hybrid,I500-HP,166,,,2019-04-17,1069,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000dc,0.7,,I500,479,I,38,False,2
,202.7,356,336,regular,SU,HP-I140W,183,,"6,8,10,12,14",2022-01-10,181,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003f5,2.4,White Lightning,I140,140,I,38,False,2
Pro38-3G,243,394,338.42,regular,reload,338I180-14A,200,,"5,7,9,11,14",2019-04-17,212.96,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d20002310000000284,1.873,Skidmark,I180,180.9,I,38,True,2
RMS-38/360,203,343,342,regular,reload,I357T,174.4,,"6,8,10,12,14",2019-04-17,432.8,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000d3,1,Blue Thunder,I357,357,I,38,False,2
,305,315,345,regular,SU,HP-I205W,188,,"6,8,10,12,14",2019-04-17,253,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000406,1.7,White Lightning,I205,205,I,29,False,2
38X285.7 38X314(D),229,422,346.2,OOP,reload,I150,171.8,,"20,P",2019-04-17,155.5,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d200023100000000ac,2.75,,I150,150,I,38,False,2
Pro29-6G,320,349,347.7,regular,reload,348I204-13A,185.4,,"4,6,8,10,13",2019-04-17,356.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000029e,1.7,Imax,I204,204.2,I,29,False,2
RMS-38/360,202,365,351,regular,reload,I245G,181.3,,"4,6,8,10",2019-04-17,,AeroTech,Unknown,AeroTech,5f4294d200023100000001e4,1.4,Mojave Green,I245,245,I,38,False,2
AMW 38-390,258,,353,OOP,reload,GG-38-390,206.5,,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d200023100000000c8,1.49,Green Gorilla,I285,285,I,38,False,2
38 28 M PVC (370CC),719,710,355,regular,hybrid,I221-PVC,125,,,2019-04-17,433,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000bc,1.74,,I221,203,I,38,False,2
AMW 38-390,249,,358,OOP,reload,WW-38-390,192.20000000000002,https://nar.org/SandT/pdf/Animal/I195WW.pdf,,2022-07-24,238,AMW,National Association of Rocketry,Animal Motor Works,5f4294d200023100000001d1,1.8,White Wolf,I195,200,I,38,False,2
AMW 38-390,249,,358,OOP,reload,SK-38-390,201.9,,,2019-04-17,312,AMW,National Association of Rocketry,Animal Motor Works,5f4294d200023100000001d2,1.61,Skidmark,I220,223,I,38,True,2
H 276 cc,730,553,359.5,regular,hybrid,I80,221.8,,,2019-04-17,104.4,RATT,"Tripoli Rocketry Association, Inc.",R.A.T.T. Works,5f4294d2000231000000009f,5.8,,I80,80,I,29,False,1
RMS-54/426,156,566,361,regular,reload,I117FJ,243,,"4,6,8,10",2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001eb,3.1,Black Max,I117,117,I,54,False,2
Pro38-3G,244,475,364,regular,reload,364I212-14A,248.1,,"5,7,9,11,14",2021-06-13,255.16,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000000ba,1.71,Smoky Sam,I212,212.67,I,38,False,2
RMS-38/480,240,486,367.89,regular,reload,I225FJ,264,,"4,6,8,10",2019-04-17,276.6,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001c8,1.59,Black Max,I225,230.5,I,38,False,2
SU 29x406,406,,369,OOP,SU,I69,236,,,2019-04-17,149,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d2000231000000009e,5,,I69,69,I,29,False,2
Pro38-3G,245,417,369.2,regular,reload,396I195-16A,204.9,,"7,9,11,13,16",2021-06-13,241.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000025c,2.02,Red Lightning,I195,196,I,38,False,1
Pro38-3G,245,384.2,370,regular,reload,370I566-15A,183.5,,"6,8,10,12,15",2019-04-17,640.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000025d,0.65,Vmax,I566,566,I,38,False,1
38-390,314,,374,OOP,reload,I170S,182,,,2019-04-17,211,KBA,"Tripoli Rocketry Association, Inc.",Kosdon by AeroTech,5f4294d200023100000000b3,2,,I170,170,I,38,False,2
,203,359.9,374.9,regular,SU,I40N-P,197,,P,2021-10-19,101.66,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,616e6152763045000425980a,9.95,Warp 9,I40,37.73,I,38,False,1
RMS-38/480,241,491.904,378,regular,reload,I154J,252.8,,"4,6,8,10",2019-04-17,170.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000ad,2.99,Blackjack,I154,154,I,38,False,2
Pro38-3G,244,402.2,380.9,OOP,reload,I205,206.1,,,2019-04-17,236,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000000b7,1.88,,I205,205,I,38,False,2
Pro29-6GXL,365,370,381.5,regular,reload,381I224-15A,182.5,,"6,8,10,12,15",2021-06-13,454.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002f5,1.7,Classic,I224,223.8,I,29,False,2
Pro29-6GXL,365,398.6,381.7,regular,reload,382I243-13A,212.1,,"4,6,8,10,13",2019-04-17,445.8,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d2000231000000039b,1.57,White,I243,242.7,I,29,False,2
38-390,314,,382,OOP,reload,I280F,182,,,2019-04-17,334,KBA,"Tripoli Rocketry Association, Inc.",Kosdon by AeroTech,5f4294d200023100000000c4,1,,I280,280,I,38,False,2
Pro38-3G,245,392,382,regular,reload,382I170-14A,187.5,,"5,7,9,11,14",2021-06-13,260.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000000b2,2.26,Classic,I170,169.2,I,38,False,2
RMS-38/360,184,398,383,regular,reload,I49N,205,https://nar.org/SandT/pdf/Aerotech/I49N.pdf,P,2022-07-23,63.7,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000002cf,7.68,Warp 9,I49,49.4,I,38,False,2
AMW 38-390,258,,390,OOP,reload,BB-38-390,188.7,,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d200023100000000c3,1.44,Blue Baboon,I271,271,I,38,False,2
,254,,390.7,OOP,reload,I300F,181.2,,,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000034f,1.2,Fast,I300,318.8,I,38,False,0
Pro38-3G,245,437,394.6,regular,reload,395I55-9A,223.8,,"2,4,6,9",2019-04-17,94.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000415,7.51,Mellow,I55,55.2,I,38,False,1
Pro54-1G,143,564.3,395.6,regular,reload,396I140-14A,210.4,,"4,5,6,7,8,9,10,11,12,13,14",2019-04-17,164,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000037b,1.89,Skidmark,I140,137.1,I,54,True,2
RMS-54/426,156,527,399,regular,reload,I215R,208,,"4,6,8,10",2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001e9,1.85581395348837,Redline,I215,215,I,54,False,2
,597,,404.2,OOP,reload,I560F,246.1,,20,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000034e,0.73,Fast,I560,550.9,I,29,False,1
RMS-54/426,156,512,404.87,regular,reload,I599N,195,,P,2019-04-17,763.46,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001ea,0.6,Warp 9,I599,667.82,I,54,False,2
38/400,711,967,407,OOP,hybrid,I119,264,,,2019-04-17,454.4,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d200023100000000a4,3,,I119,119,I,38,False,2
RMS-54/426,156,514,407,regular,reload,I229T,196,,"4,6,8,10",2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001e8,1.77729257641921,Blue Thunder,I229,229,I,54,False,2
Pro38-3G,245,395,407.58,regular,reload,408I345-15A,185.4,,"6,8,10,12,15",2019-04-17,402.62,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000021a,1.18,White Thunder,I345,345.06,I,38,False,1
38/480,292,540,408.58,regular,reload,I316-SF,240,https://www.lokiresearch.com/images/Documents/38mm%20Spitfire.pdf,"5,8,10,13,17",2021-07-24,,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002ac,1.5,Spitfire,I316,316,I,38,True,2
Pro38-3G,245,437.5,411.4,regular,reload,411I175-14A,228.9,,"5,7,9,11,14",2019-04-17,197.9,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003a0,2.36,White,I175,174.4,I,38,False,2
RMS-54/426,156,545,412,regular,reload,I115W,219,,"4,6,8,10",2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001e7,3.58260869565217,White Lightning,I115,115,I,54,False,1
Pro38-3G,243,400,413,regular,reload,413I236-17A,204,,"8,10,12,14,17",2019-04-17,313.69,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002ea,1.7529,Blue Streak,I236,236.31,I,38,False,2
38/640,370,657,416.12,OOP,reload,I392BL,270,,,2019-04-17,508.2,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000422,1.2,Black Lightning,I392,392,I,38,True,0
RMS-54/426,147.1,528,418.54,regular,reload,I170G,227,,"4,6,8,10",2019-04-17,207.35,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000038f,2.4,Mojave Green,I170,171.78,I,54,False,1
Pro38-4G,303,457,419.2,regular,reload,419I800-15A,221,,"6,8,10,12,15",2019-04-17,932.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000025e,0.52,Vmax,I800,805.3,I,38,False,1
RMS-38/480,250,492.8,420,regular,reload,I285R,230.2,https://nar.org/SandT/pdf/Aerotech/I285R.pdf,"4,6,8,10",2022-07-23,,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000000c7,1.47,Redline,I285,285,I,38,False,2
RMS-38/480,249,422,422.95,regular,reload,I1299N,192,,P,2019-04-17,1851.42,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001c5,0.316,Warp 9,I1299,1335,I,38,False,2
RMS-38/600,299,572,426.1,regular,reload,I195J,301,,"4,6,8,10",2019-04-17,216.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000b4,2.1,Blackjack,I195,195,I,38,False,2
RMS-38/480,250,441,426.51,regular,reload,I300T,221.6,http://nar.org/SandT/pdf/Aerotech/I300.pdf,"4,6,8,10",2019-04-17,474.43,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000000cb,1.42,Blue Thunder,I300,300.36,I,38,False,2
,719,724,430,regular,hybrid,I250-HP,110,,,2019-04-17,736,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000f9,1.7,,I250,255,I,38,False,1
,922,884.5,430,regular,hybrid,I290-SP,,,,2019-04-17,635.54,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000ca,1.5,,I290,286.6,I,38,False,2
,719,839,431,regular,hybrid,I747-HP,166,,,2019-04-17,464,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000de,0.59,,I747,732,I,38,False,2
38 36 XF HP (460CC),922,925,432,regular,hybrid,I400-HP,166,,,2019-04-17,1006,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000d8,1,,I400,398,I,38,False,2
,314,,433.21,OOP,reload,I170DH,287,,11,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000350,2.59,Dirty Harry,I170,167.26,I,38,False,0
Pro38-4G,302,494,434.05,regular,reload,434I223-14A,266,,"5,7,9,11,14",2019-04-17,259.6,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d20002310000000285,1.946,Skidmark,I223,223.39,I,38,True,2
RMS-38/480,248,455,441.6,regular,reload,I211W,251.3,,"6,8,10,12,14",2019-04-17,399.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000b9,1.72,White Lightning,I211,211,I,38,False,2
SU 38x355,355,581,444.9,OOP,SU,I134,300.5,,,2019-04-17,268.8,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d200023100000000a8,5.15,,I134,134,I,38,False,2
RMS-38/600,288,581,452.1,regular,reload,I305FJ,330,,"4,6,8,10",2019-04-17,418.2,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001c9,1.44,Black Max,I305,313.5,I,38,False,2
,646,842.4,460,OOP,hybrid,460NS-I80,332.4,,,2021-06-13,198.83,PP,Canadian Association of Rocketry,Propulsion Polymers,5f4294d200023100000000a0,5.75,,I80,80,I,38,False,1
38X336.6 38X365(D),280,516,462.7,OOP,reload,I160,231.9,,,2019-04-17,265.3,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d200023100000000b0,3.5,,I160,160,I,38,False,2
Pro54-1G,153,570,465.12,regular,reload,465I150-11A,226,,"1,2,3,4,5,6,7,8,9,10,11",2019-04-17,179.22,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002d9,3.1753,Blue Streak,I150,149.5,I,54,False,2
,546,,469,OOP,hybrid,300CC125J-I205,298,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d200023100000000b6,2.28780487804878,,I205,205,I,54,False,1
,546,,470.6,OOP,hybrid,300CC098J-I130,298,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d200023100000000a5,3.62,,I130,130,I,54,False,1
Pro54-1G,143,575,474.9,regular,reload,475I445-16A,212.7,,"6,7,8,9,10,11,12,13,14,15,16",2019-04-17,526.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002c0,1.07,Vmax,I445,442.7,I,54,False,2
,646,856.4,484,OOP,hybrid,484NS-I160,307.7,,"20,P",2021-06-13,299,PP,Canadian Association of Rocketry,Propulsion Polymers,5f4294d200023100000000af,3.13,,I160,155,I,38,False,1
,921,684.544,485.2,regular,hybrid,I90L,289.3,,,2019-04-17,,RATT,"Tripoli Rocketry Association, Inc.",R.A.T.T. Works,5f4294d200023100000000a1,5.39111111111111,,I90,90,I,29,False,1
Pro38-4G,302,605,486,regular,reload,486I287-15A,330.8,,"6,8,10,12,15",2021-06-13,344.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000000c9,1.7,Smoky Sam,I287,286.18,I,38,False,2
RMS-38/480,232,487,486,regular,reload,I59WN,272,https://nar.org/SandT/pdf/Aerotech/I59WN.pdf,P,2022-07-23,172.9,AeroTech,National Association of Rocketry,AeroTech,5f4294d200023100000002d0,7.99,White Lightning/Warp 9,I59,60.8,I,38,False,2
38/480,298,,487.8,regular,reload,I110-LW,,,,2019-04-17,284,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000205,3.55,Loki White,I110,136,I,38,False,2
38/480,292,540,489.76,regular,reload,I210-LR,240,https://www.lokiresearch.com/images/Documents/38mm%20Red.pdf,"5,8,10,14",2021-07-24,422.75,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000023d,2.08,Loki Red,I210,234.62,I,38,False,2
Pro54-1G,153,580,491.19,regular,reload,491I218-14A,230,,"4,5,6,7,8,9,10,11,12,13,14",2019-04-17,294.19,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002da,2.2509,White Thunder,I218,218.31,I,54,False,2
38/480,305,543,493.2,regular,reload,I405-LW,252,https://www.lokiresearch.com/images/Documents/38mm%20White.pdf,"5,8,10,13,17",2021-07-24,787.8,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000000d9,1.2,Loki White,I405,405,I,38,False,2
38 36 M PVC (550CC),922,870,497,regular,hybrid,I210-PVC,125,,,2019-04-17,648,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000b8,2.72,,I210,182,I,38,False,2
,606,824,499.7,OOP,hybrid,499I110-P,327,,,2021-06-13,162.6,WCH,Canadian Association of Rocketry,West Coast Hybrids,5f4294d200023100000000a2,4.64,,I110,108.53,I,38,False,2
Pro54-1G,143,623.2,501.8,regular,reload,502I120-15A,263.1,,"5,6,7,8,9,10,11,12,13,14,15",2019-04-17,152,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000312,4.12,Imax,I120,122.2,I,54,False,2
,546,,507,OOP,hybrid,300CC098J2-I136,283,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d200023100000000a9,3.72794117647059,,I136,136,I,54,False,1
Pro38-4G,302,505.90000000000003,510.1,regular,reload,512I285-15A,272.4,,"6,8,10,12,15",2019-04-17,350.6,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000000c6,1.91,Classic,I285,285,I,38,False,2
Pro54-1G,69,594,512.2,regular,reload,518I165-17A,230.1,,"7,8,9,10,11,12,13,14,15,16,17",2021-06-13,190.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003c3,3.19,C-Star,I165,162.6,I,54,False,1
